id,keep,title
2619,t,"Tagging Mortality Experiments on Pacific Mackerel, Pneumatophorus japonicus"
2620,t,The Anchovy Reduction Fishery for the 1976-77 Season
2621,t,The Anchovy Reduction Fishery for the 1977-78 Season
2622,t,The Marine Environment in the Vicinity of Diablo Cove with Special Reference to Abalones and Bony Fishes
2623,t,The Mortality of Engraulis mordax in Southern California
2624,t,The Northern Anchovy Fishery for the 1975-76 Season
2625,t,The Northern Anchovy Reduction Fishery for the 1978-79 Through 1981-82 Seasons
2626,t,The Pacific Herring Resource of Tomales and San Francisco Bays: Its Size and Structure
2627,t,The Southern California Jack Mackerel Fishery and Age Composition of the Catch for the 1947-48 through 1956-57 Seasons
2628,t,The Southern California Jack Mackerel Fishery and Age Composition of the Catch for the 1957-58 through 1961-62 Seasons
2629,t,The Southern California Jack Mackerel Fishery and Age Composition of the Catch for the 1962-63 through 1966-67 Season
2630,t,"The Southern California Jack Mackerel Fishery and Age, Length and Sex Composition of the Catch for the 1967-68 through 1971-72 Seasons"
2631,t,"The Southern California Jack Mackerel Fishery, and the Age and Length Composition of the Catch for the 1972-73 Through 1983-84 Seasons"
2632,t,"The Speckled Scallop, Argopecten circularis, in Aqua Hedionda Lagoon, San Diego County, California"
2633,t,The Status of the California Barracuda Resource and Its Management
2634,t,The Status of the California Spiny Lobster Resource
2635,t,The Status of the California Yellowtail Resource and Its Management
2636,t,The Status of the Market Crab Resource and Its Management
2637,t,The Status of the Northern Anchovy Resource and Its Management
2638,t,The Status of the Pacific Bonito Resource and Its Management
2639,t,The Status of the Pacific Hake Resource and Its Management
2640,t,The Status of the Pacific Mackerel Resource and Its Management
2641,t,The Status of the Pacific Sardine Resource and Its Management
2642,t,The Status of the Rockfish Resource and Its Management
2643,t,The Status of the White Seabass Resource and Its Management
2644,t,The Use of Otoliths to Seperate Groups of Northern Anchovies
2645,t,"Validity of Otolith Age Determinations for Jack Mackerel, Trachurus symmetricus, from the Southern California Bight Area"
2650,t,CDF-FRAP Map Products - Base data
2651,t,CDF-FRAP Map Products - Fire
2652,t,CDF-FRAP Map Products - Forestry/timber
2653,t,CDF-FRAP Map Products - Hardwoods/Range
2654,t,CDF-FRAP Map Products - Land cover/vegetation
2655,t,CDF-FRAP Map Products - Socio-economic/cultural
2656,t,CDF-FRAP Map Products - Watersheds
2662,t,Development Footprint (DEVELOP05_1)
2665,t,Fire Perimeters: Prescribed Burns (rxburn06_2)
2666,t,Fire Perimeters: Wildfires (firep06_2)
2667,t,Fuel Rank
2684,t,State Responsibility Areas for Fire Protection (SRA05_5)
2686,t,Watershed Assessment 10 meter Digital Elevation Model (DEM)
2687,t,"Watershed Assessment 1:24,000 Hydrography"
2688,t,"Watershed Assessment 1:24,000 Roads"
2690,t,California Watersheds (CALWATER 2.2.1)
2732,t,"Acceleration Waveforms, Parkfield Earthquake of 28 Sep 2004"
2736,t,CSMIP Strong Motion Stations
2737,t,"Displacement Particle Motions, Parkfield Earthquake of 28 Sep 2004"
2738,t,California Earthquake Catalog - Fault Source Points
2739,t,"California Earthquake Catalog - Magnitude 5.5 and greater Earthquakes, list from Map Sheet 49 (1800-2000)"
2740,t,"California Earthquake Catalog - Original Magnitude 4 and greater Earthquakes, Compiled from various sources (1769-1994)"
2741,t,"California Earthquake Catalog - Updated Magnitude 4 and greater Earthquakes, Compiled from various sources (1769-2000)"
2742,t,Map of Areas in California Damaged by Historical Earthquakes (MMI>=VII)
2743,t,Maps of Known Active Fault Near-Surface Zones in California and Adjacent Portions of Nevada
2744,t,"Near-Fault Ground Shaking, Parkfield Earthquake of 28 Sep 2004"
2746,t,Preliminary Surface Geologic Materials Map
2747,t,Probabilistic Seismic Shaking Hazards Map - PGA
2748,t,Probabilistic Seismic Shaking Hazards Map - Spectral Acceleration at 0.3 Seconds
2749,t,Probabilistic Seismic Shaking Hazards Map - Spectral Acceleration at 1 Second
2752,t,ShakeMap
2762,t,Parcels
2768,t,Areas along the San Joaquin Valley's edges where natural lands and wildlife-compatible farmlands should be maintained
2769,t,Bakersfield_parks
2770,f,Bridges Located on the California State Highway System
2771,t,California's 2002 Clean Water Act Section 303(d) - Impaired Streams and Rivers
2772,t,California's 2002 Clean Water Act Section 303(d) - Impaired Waterbodies
2773,t,California Condor Critical Habitat
2774,t,Connectivity and Linkages Between Isolated Habitat
2776,t,Density of Threatened and Endangered Species
2777,t,Desert Tortoise Final Critical Habitat
2778,t,Final Critial Habitat for 15 Vernal Pool Species
2779,t,Fire - Fuel Ranking for California Fire Plan
2780,t,Fire Perimeters
2781,t,Fire Rotation Class Intervals
2782,t,Fire Threat
2783,t,Fire Threat: San Joaquin Valley
2786,t,Historical Lakes
2787,t,Historic Natural Vegetation
2788,t,Hydrography - Streams and Shorelines
2789,t,Hydrography - Water Bodies
2790,t,Keck's checkermallow (Sidalcea keckii) Final Critical Habitat
2791,t,Land Use and Land Cover of the San Joaquin Valley
2792,t,large-flowered fiddleneck Final Critical Habitat
2793,t,Little Kern golden trout Final Critical Habitat
2794,t,National Hydrography Dataset (NHD) - Flowline
2795,t,National Hydrography Dataset (NHD) - Waterbodies
2796,t,National Wetlands Inventory (NWI)
2800,t,Natural Lands Targeted for Protection as Specialty Preserves
2801,t,Public and Conservation Trust Lands
2802,t,California Red-Legged Frog Vacated Final Critical Habitat
2803,t,Riparian Habitat - Produced from satellite imagery by the California Department of Fish and Game (DFG)
2804,t,Riparian Habitat - Product of 2 riparian habitat workshops
2805,t,Riparian Habitat - San Joaquin River
2806,f,Roads
2807,f,"Roads - Fresno, California"
2808,f,"Roads - Kern, California"
2809,f,"Roads - Kings, California"
2810,f,"Roads - Madera, California"
2811,f,"Roads - Mariposa, California"
2812,f,"Roads - Merced, California"
2813,f,"Roads - Stanislaus, California"
2814,f,"Roads - Tulare, California"
2815,f,"Roads - Tuolumne, California"
2816,t,Soil Survey Geographic (SSURGO) - Kinds and Distribution of Soils
2817,t,Soil Survey Geographic (SSURGO) - Magnesic Soils
2818,t,Southwestern willow flycatcher Critical Habitat
2819,t,California tiger salamander Final Critical Habitat
2820,t,Under Protected Habitats
2821,t,Vernal Pools
2822,t,Wetlands and Riparian Layers
2823,t,"Wild, Scenic, and Recreational River Segments"
2824,t,Williamson Act - The California Land Conservation Act of 1965
2825,t,The State of the Great Central Valley
2834,f,California Licensed Healthcare Facilities
2958,t,Big Island Invasive Species Committee (BIISC)
2959,t,Global Invasive Species Programme
2960,t,INVADERS Database System
2961,t,US Fish &amp; Wildlife Service Invasive Species Program
2962,t,Wildlands Invasive Species Program
2963,f,Electronic Product Management Directory
2964,f,Solid Waste Information System
2991,t,City of Arvin General Plan - Valley Wide GIS Project
2992,t,City of Arvin Zoning - Valley Wide GIS Project
2993,t,City of California City General Plan - Valley Wide GIS Project
2994,t,City of California City Zoning - Valley Wide GIS Project
2995,t,City of Delano General Plan - Valley Wide GIS Project
2996,t,City of Delano Zoning - Valley Wide GIS Project
2997,t,County of Kern Assessment Parcels
2998,t,County of Kern Assessment Parcels Database
2999,t,County of Kern Call Boxes
3002,t,County of Kern General Plan
3003,t,County of Kern Incorporated Cities
3003,t,County of Kern Incorporated Cities
3004,t,County of Kern Road Centerlines
3005,t,County of Kern Transportation Analysis Zones - 2003 Version
3006,t,County of Kern Zoning - Valley Wide GIS Project
3007,t,City of Maricopa General Plan - Valley Wide GIS Project
3008,t,City of Maricopa Zoning - Valley Wide GIS Project
3009,t,City of McFarland General Plan - Valley Wide GIS Project
3010,t,City of McFarland Zoning - Valley Wide GIS Project
3011,t,City of Ridgecrest General Plan - Valley Wide GIS Project
3012,t,City of Ridgecrest Zoning - Valley Wide GIS Project
3013,t,City of Shafter General Plan - Valley Wide GIS Project
3014,t,City of Shafter Zoning - Valley Wide GIS Project
3015,t,City of Taft General Plan - Valley Wide GIS Project
3016,t,City of Taft Zoning - Valley Wide GIS Project
3017,t,City of Tehachapi General Plan - Valley Wide GIS Project
3018,t,City of Tehachapi Zoning - Valley Wide GIS Project
3019,t,City of Wasco General Plan - Valley Wide GIS Project
3020,t,City of Wasco Zoning - Valley Wide GIS Project
3021,t,2000 TIGER Line Redistricting Block Groups
3022,t,2000 TIGER Line Redistricting Hydrogrophy Lines
3023,t,2000 TIGER Line Redistricting Tracts
3024,t,Census Feature Class Codes - 2000 UA TIGER/Line
3025,t,County of Kern Alquist-Priolo Earthquake Fault Traces
3026,t,County of Kern Alquist-Priolo Earthquake Fault Zones
3027,t,Kern Famland 2000
3032,t,City of Bakersfield Childcare Centers (Web Page)
3040,t,County of Kern Active Mines
3041,t,County of Kern Ag Preservation Subvention Report
3044,t,County of Kern Dam Inundation Areas
3045,t,County of Kern Daries
3046,t,County of Kern Desert Tortoise Area
3048,t,County of Kern  Fire Stations
3050,t,County of Kern Habitat Conservation Plan
3051,t,County of Kern  Hazardous Material Transfer Sites
3053,t,County of Kern Incorporated Cities
3053,t,County of Kern Incorporated Cities
3054,t,County of Kern Land Habitat Conservation Areas
3059,t,County of Kern Parks and Recreation Areas
3062,t,County of Kern Section Corners
3063,t,County of Kern Sections
3064,t,County of Kern Sensitive Plant Species
3065,t,County of Kern Spheres of Influence
3066,t,County of Kern Street Centerlines
3068,t,County of Kern TIGER Line Redistricting Tracts
3070,t,County of Kern Townships
3074,t,County of Kern Voter Precincts
3076,t,National Elevation Dataset (NED) Digital Elevation Model
3079,t,Principle Aquifers of the 48 Conterminous United States
3081,t,San Joaquin Valley Historic Natural Vegatation
3082,t,San Joaquin Valley Multispecies Recovery Plan
3086,t,San Joaquin Valley Wildlife Compatable Farmland
3095,t,State of California Black Mt. Corridor Boundaries
3101,t,State of California Color Routes
3103,t,State of California Critical Fauna Habitat
3104,t,State of California Dams
3113,t,State of California Grazing Allotments
3115,t,State of California Groundwater Levels (Web site)
3119,t,State of California IFR Routes
3120,t,State of California IFR Route Widths
3122,t,State of California Land Cover
3125,t,State of California MOAS Routes
3127,t,State of California Off Highway Vehicle Recreation Areas
3129,t,State of California Populated Places
3131,t,State of California Principle Areas of Mine Pollution
3135,t,State of California Redwoods
3138,t,State of California RTBND Area
3139,t,State of California RTNEAR Areas
3143,t,State of California Surface Ownership
3147,t,State of California Water Flow (Web Page)
3149,t,State of California Water Quality (Web Page)
3162,t,"Aquatic Insects: ACM Spring 2005, Percent Dominance"
3163,t,"Aquatic Insects: ACM Spring 2005, Richness"
3164,t,"Aquatic Insects: ACM Spring 2005, Tolerance and Shannon DI"
3165,t,Aquatic Insects: EPT Taxa in A. Corte Madera 1999-2002
3166,t,Aquatic Insects: EPT Taxa in Corte Madera Creek 1999-2002
3167,t,Aquatic Insects: EPT Taxa in Miller Creek 1999-2002
3168,t,Aquatic Insects: EPT Taxa in Novato Creek 1999-2002
3169,t,Aquatic Insects: Percent Dominant Taxon in A. Corte Madera 1999-2002
3170,t,Aquatic Insects: Percent Dominant Taxon in Corte Madera Cr 1999-2002
3171,t,Aquatic Insects: Percent Dominant Taxon in Miller Creek 1999-2002
3172,t,Aquatic Insects: Percent Dominant Taxon in Novato Creek 1999-2002
3173,t,Aquatic Insects: Taxonomic Richness in A. Corte Madera 1999-2002
3174,t,Aquatic Insects: Taxonomic Richness in Corte Madera Creek 1999-2002
3175,t,Aquatic Insects: Taxonomic Richness in Miller Creek 1999-2002
3176,t,Aquatic Insects: Taxonomic Richness in Novato Creek 1999-2002
3177,t,Aquatic Insects: Total IBI score in A. Corte Madera 1999-2000
3178,t,Aquatic Insects: Total IBI score in Corte Madera Creek 1999-2000
3179,t,Aquatic Insects: Total IBI score in Miller Creek 1999-2000
3180,t,Aquatic Insects: Total IBI score in Novato Creek 1999-2000
3189,t,Climate: Annual Rainfall in Lower Calabazas Calwater 1959-2000
3190,t,Climate: Annual Rainfall in Mouth of Sonoma Creek Calwater 1930-1975
3191,t,Climate: Annual Rainfall in the Belvedere Lagoon Calwater 1953-1998
3192,t,Climate: Annual Rainfall in the Belvedere Lagoon Calwater 1963-1999
3193,t,Climate: Annual Rainfall in the Gallinas Creek Calwater 1914-1938
3194,t,Climate: Annual Rainfall in the Gallinas Creek Calwater 1949-1995
3195,t,Climate: Annual Rainfall in the Lower Petaluma Calwater 1874-2000
3196,t,Climate: Annual Rainfall in the Lynch Creek Calwater 1931-1962
3197,t,Climate: Annual Rainfall in the Old Mill Creek Calwater 1948-1974
3198,t,Climate: Annual Rainfall in the Petaluma Calwater 1987-2000
3199,t,Climate: Annual Rainfall in the Ross Creek Calwater 1902-2000
3200,t,Climate: Annual Rainfall in the San Antonio Creek Sub-basin 1978-2000
3201,t,Climate: Annual Rainfall in the San Rafael Creek Calwater 1914-1938
3202,t,Climate: Annual Rainfall in the Stafford Lake Calwater 1947-1991
3203,t,Climate: Annual Rainfall in the Stage Gulch Calwater 1930-1976
3204,t,Climate: Annual Rainfall in Upper Calabazas Calwater 1941-1982
3205,t,Climate: Annual Rainfall in Upper Sonoma Creek Calwater 1949-1969
3206,t,Climate: Daily Maximum Rainfall at Corte Madera
3207,t,Climate: Daily Maximum Rainfall at Kentfield 1902-2000
3208,t,Climate: Daily Maximum Rainfall at Novato 1949-1995
3209,t,Climate: Daily Maximum Rainfall at Petaluma Fire Station 1914-2000
3210,t,Climate: Daily Maximum Rainfall at Sonoma
3211,t,"Climate: Monthly Min, Avg, and Max Rainfall at Petaluma Fire Station"
3212,t,"Climate: Monthly Minimum, Average, and Maximum Rainfall at Kentfield"
3213,t,"Fish: Adobe Creek Electrofishing, 1998"
3214,t,"Climate: Monthly Minimum, Average, and Maximum Rainfall at Novato"
3215,t,"Climate: Monthly Minimum, Average, and Maximum Rainfall at Sonoma"
3223,t,Fish: 1969  Juvenile Steelhead Abundance in Corte Madera Cr Watershed
3224,t,Fish: 1999 Fish Community in Corte Madera Creek
3225,t,Fish: 1999 Fish Community in San Anselmo Creek
3226,t,Fish: 1999 Fish Community in Sleepy Hollow Creek
3227,t,Fish: 1999  Juvenile Steelhead Density in Corte Madera Cr Watershed
3228,t,"Fish: Adobe Creek Electrofishing, 1999"
3229,t,Fish: Adobe Creek Steelhead Spawning 1987-1998
3230,t,Fish: Adobe Creek Steelhead Spawning by Date 1987-1998
3231,t,"Fish: Adobe Creek Trout Size Frequency, 1998"
3232,t,Fish: Capture by Species in A. Corte Madera del Presidio 1994
3233,t,Fish: Dive Survey in Miller Creek August 2002
3234,t,Fish: Juvenile Trout Lengths in A. Corte Madera del Presidio 1994
3235,t,Fish: Leidy Native Fishes Index for Marin County Sites
3236,t,Fish: Leidy Native Fishes Index for Sonoma County Sites
3237,t,Fish: Leidy Salmonid Index for Marin County Sites
3238,t,Fish: Leidy Salmonid Index for Sonoma County Sites
3239,t,"Fish: Novato Creek Electrofishing, 1997"
3240,t,"Fish: Novato Creek Stocking, 1986-1996"
3241,t,Fish: Presence/Absence of Coho Salmon Central Coast ESU
3243,t,"Flood Control Maintenance: Marin County, Zone 1 - Novato Creek Watershed (photos)"
3244,t,"Flood Control Maintenance: Marin County, Zone 3 - Coyote Creek Watershed (photos)"
3245,t,"Flood Control Maintenance: Marin County, Zone 4 - Belvedere Watershed (photos)"
3246,t,"Flood Control Maintenance: Marin County, Zone 7 - Gallinas Creek Watershed (photos)"
3247,t,"Flood Control Maintenance: Marin County, Zone 9 - Ross Valley Watershed (photos)"
3248,t,Flow: Annual Peaks Corte Madera Cr at Ross 1952-1993
3249,t,Flow: Annual Peaks Novato Creek at Novato 1947-2001
3250,t,Flow: Monthly Average Arroyo Corte Madera del Presidio 1966-1986
3251,t,Flow: Monthly Average Corte Madera Cr at Ross 1952-1993
3252,t,Flow: Monthly Average Novato Creek at Novato 1947-2001
3253,t,Flow: Monthly Average Petaluma River at Petaluma 1949-1963
3254,t,Flow: Monthly Average Sonoma Cr at Agua Caliente 1956-1981
3255,t,Flow: Water Diversions in Sonoma Creek Watershed 1996
3257,t,GIS: Geologic and Sediment Maps for Corte Madera Cr 1999 (photos)
3261,t,Habitat: Canopy in Arroyo Corte Madera 2003
3262,t,Habitat: Canopy in Arroyo Corte Madera Tribs 2003
3263,t,Habitat: Canopy in Upper Sonoma Creek 1996
3264,t,"Habitat: Corte Madera Watershed 1993, Length of Survey"
3265,t,"Habitat: Corte Madera Watershed 1993, Percent Canopy"
3266,t,"Habitat: Corte Madera Watershed 1993, Siltation and Bank Modification"
3267,t,Habitat: Embeddedness at Pool Tails for Arroyo Corte Madera 2003
3268,t,Habitat: Embeddedness at Pool Tails for Arroyo Corte Madera Tribs 2003
3269,t,Habitat: Embeddedness in Upper Sonoma Creek 1996
3270,t,Habitat: Habitat Types by Occurrence in Upper Sonoma Creek 1996
3271,t,Habitat: Habitat Types by Survey Length Arroyo Corte Madera 2003
3272,t,Habitat: Habitat Types by Survey Length Arroyo Corte Madera Tribs 2003
3273,t,Habitat: Large Organic Debris Occurrence in Upper Sonoma Creek 1996
3274,t,Habitat: Maximum Pool Depth per Reach in San Antonio Creek 2000
3275,t,Habitat: Maximum Pool Depths by Length Arroyo Corte Madera 2003
3276,t,Habitat: Maximum Pool Depths by Length Arroyo Corte Madera Tribs 2003
3277,t,Habitat: Maximum Pool Depths in Old Mill Creek 1994
3278,t,Habitat: Percent Pools by Length in Upper Sonoma Creek 1996
3279,t,Habitat: Physical Habitat Quality Scores in Arroyo Corte Madera 1999
3280,t,Habitat: Physical Habitat Quality Scores in Arroyo Corte Madera 2000
3281,t,Habitat: Physical Habitat Quality Scores in Corte Madera Creek 1999
3282,t,Habitat: Physical Habitat Quality Scores in Corte Madera Creek 2000
3283,t,Habitat: Physical Habitat Quality Scores in Miller Creek 2000
3284,t,Habitat: Physical Habitat Quality Scores in Novato Creek 1999
3285,t,Habitat: Physical Habitat Quality Scores in Novato Creek 2000
3286,t,Habitat: Pool and Non-Pool Habitat Lengths in Upper Sonoma Creek 1996
3287,t,Habitat: Pools Sorted by Depth and Reach in Carriger Creek 2000
3288,t,Habitat: Pool Volumes in San Antonio Creek 2000
3289,t,Habitat: Surveyed Stream Reach Lengths Arroyo Corte Madera Tribs 2003
3291,t,"Historical Photos: Flooding Corte Madera Cr 1927, 1966, 1982, and 1986 (photos)"
3292,t,Historical Photos: Miller Creek 1973 (photos)
3293,t,"Historical Photos: Miller Creek I969, 1973, 1988 (photos)"
3297,t,KRIS Bibliographic Resources - Arroyo Corte Madera del Presidio
3298,t,KRIS Bibliographic Resources - Corte Madera Creek
3299,t,KRIS Bibliographic Resources - Marin and Sonoma Counties
3300,t,KRIS Bibliographic Resources - North Coast California
3301,t,"KRIS Bibliographic Resources - Novato Creek, Miller Creek and Galinas Creek"
3302,t,KRIS Bibliographic Resources - Petaluma River
3303,t,KRIS Bibliographic Resources - Sonoma Creek
3304,t,"Land Cover: EPA Land-Use, Petaluma River Sub-basin 1992"
3305,t,"Land Cover: USFS Veg Size, Arroyo Corte Madera Sub-basin 1999"
3306,t,"Land Cover: USFS Veg Size, Corte Madera Creek Sub-basin 1999"
3307,t,"Land Cover: USFS Veg Size, Novato and Miller Creeks Sub-basin 1999"
3308,t,"Land Cover: USFS Veg Size, Petaluma Creek Sub-basin 1999"
3309,t,"Land Cover: USFS Veg Size, Sonoma Creek Sub-basin 1999"
3324,t,Monitoring: Old Mill Creek 1996-1997 (photos)
3328,t,Monitoring: Arroyo Corte Madera del Presidio Lower 1996 (photos)
3329,t,Monitoring: Arroyo Corte Madera del Presidio Upper 1996 (photos)
3330,t,Monitoring: Carriger Creek Stream Survey 2000 (photos)
3331,t,Monitoring: Charts from Habitat and Sediment Surveys in San Antonio Creek 2000 (photos)
3332,t,Monitoring: Fish- Adobe Creek Electrofishing Sites Map 1998 (photos)
3333,t,Monitoring: Fish- Charts of Electrofishing Results in A. Corte Madera del Presidio 1994 (photos)
3334,t,Monitoring: Fish- Corte Madera Cr Watershed Electrofishing Sites and Data Charts 1999 (photos)
3335,t,Monitoring: Fish- Novato Creek Electrofishing Sites 1997 (photos)
3336,t,Monitoring: Lower Novato Creek Study Reaches 1998 (photos)
3337,t,Monitoring: Maps of Erosion Inventory Novato Creek 2001 (photos)
3338,t,Monitoring: MCSTOPPP sites in Novato Creek (photos)
3339,t,Monitoring: Monitoring Sites and Restoration in Sonoma Creek Watershed (photos)
3340,t,Monitoring: Monitoring Sites in Cascade Creek 1999 (photos)
3341,t,Monitoring: Monitoring Sites in Corte Madera Creek 1999 (photos)
3342,t,Monitoring: Monitoring Sites in Fairfax Creek 1999 (photos)
3343,t,Monitoring: Monitoring Sites in Ross Creek 1999 (photos)
3344,t,Monitoring: Monitoring Sites in San Anselmo Creek 1999 (photos)
3345,t,Monitoring: Monitoring Sites in San Antonio Creek 2000 (photos)
3346,t,Monitoring: Monitoring Sites in Sleepy Hollow Creek 1999 (photos)
3347,t,Monitoring: WQ- Map of chlorpyrifos sampling stations in Upper Petaluma River Watershed 1998 (photos)
3348,t,Monitoring: WQ- Monitoring Stations Map of SVTP Receiving Water (Schell Slough) 1997 (photos)
3358,t,Restoration: Adobe Creek Fish Ladder 1996 (photos)
3361,t,Restoration: Sleepy Hollow Creek at Drake High School 1996-2002 (photos)
3362,t,Restoration: STRAW/MCSTOPPP in Arroyo Corte Madera del Presidio (photos)
3367,t,Sediment: Average Bank Retreat on Carriger Creek 2000
3368,t,Sediment: Bank Conditions by Reach for San Antonio Creek 2000
3369,t,Sediment: Bank Conditions Summary for San Antonio Creek 2000
3370,t,Sediment: Bank Conditions Type of Revetment for San Antonio Creek 2000
3371,t,Sediment: Bank Erosion Volume by Type on Carriger Creek 2000
3372,t,Sediment: Bedload Estimates for Subwatersheds in Corte Madera Cr 1999
3373,t,Sediment: Bedload Source Yield Estimates in Corte Madera Cr
3374,t,Sediment: Bed Surface Particle Sizes for Sonoma Creek and Tribs 1998
3375,t,Sediment:  Estimated Sediment Yields for Petaluma River Tribs 1996
3376,t,Sediment: Estimated Sediment Yields for Sonoma Creek Tributaries 1996
3377,t,Sediment: Fine Sediment <1mm for Sonoma Creek and Tributaries 1998
3378,t,Sediment: Fine Sediment <3mm for Sonoma Creek and Tributaries 1998
3379,t,Sediment: Length of Revetment Types per Reach on Carriger Creek 2000
3380,t,Sediment: Material Removed from Corte Madera Cr near Ross 1987-1998
3381,t,Sediment: Median Particle Sizes (D50) for Corte Madera Creek 1999
3382,t,Sediment: Pebble Counts in Fairfax Creek 1999
3383,t,Sediment: Pebble Counts in San Anselmo and Ross Creeks 1999
3384,t,Sediment: Pebble Counts in Sleepy Hollow and Sorich Creeks 1999
3385,t,Sediment: Pebble Counts in Tamalpais and Larkspur Creeks 1999
3386,t,Sediment: Pebble Counts in Upper San Anselmo Creek 1999
3387,t,Sediment: Pebble Counts in Wood Lane and Deer Creeks 1999
3388,t,Sediment: Percent Length of Bank Conditions on Carriger Creek 2000
3389,t,Sediment: Percent Length of Bank Conditions on Lower Novato Creek 1998
3390,t,Sediment: Percent Reach as Fines and Bedrock in San Antonio Creek 2000
3391,t,Sediment: Reach Lengths on Lower Novato Creek 1998
3392,t,Sediment: Road Densities for All East Marin-Sonoma Planning Watersheds
3393,t,Sediment: Road Densities in the Arroyo Corte Madera Sub-Basin
3394,t,Sediment:  Road Densities in the Corte Madera Creek Sub-Basin
3395,t,Sediment: Road Densities in the Novato and Miller Creeks Sub-Basin
3396,t,Sediment: Road Densities in the Petaluma River Sub-Basin
3397,t,Sediment: Road Densities in the Sonoma Creek Sub-Basin
3398,t,Sediment: Storm Intensity and Lag Time in Sonoma Creek 2001-2002
3399,t,Sediment: Subsurface Particle Distribution Lower Corte Madera Cr 2000
3400,t,Sediment: Subsurface Particle Distribution Upper Corte Madera Cr 2000
3401,t,Sediment:  Total Sediment Yield Estimates for Corte Madera Creek
3402,t,Sediment: Turbidity and Rainfall at Eldridge Sonoma Creek 12/13/2001
3403,t,Sediment: Turbidity and Rainfall at Eldridge Sonoma Creek 2/19/2002
3404,t,Sediment: Turbidity and Rainfall at Eldridge Sonoma Creek 3/6/2002
3405,t,Sediment: Turbidity Exposure for 5 Storms in Sonoma Creek 2001-2002
3406,t,Sediment: Turbidity Frequencies <100 NTUs in Sonoma Creek 2001-2002
3407,t,Sediment: Turbidity Frequencies in Sonoma Creek 2001-2002
3408,t,Sediment: V* for Arroyo Corte Madera and Old Mill Creeks 2005
3422,t,"Temperature: All Sonoma Creek Sites, MWAT by Year 1998-2002"
3423,t,"Temperature: Floating Weekly Average, 7 Tribs to Sonoma  Creek 1998"
3424,t,"Temperature: Floating Weekly Average, Arroyo Corte Madera Sites 2003"
3425,t,Temperature: Floating Weekly Average at Carriger Creek 1998-02
3426,t,Temperature: Floating Weekly Average at Graham Creek 1998 & 2000-02
3427,t,Temperature: Floating Weekly Average at Sonoma Creek Lower 1999-02
3428,t,Temperature: Floating Weekly Average at Sonoma Creek Upper 1998-02
3429,t,"Temperature: Floating Weekly Average, Sonoma Creek Five Sites 1999"
3430,t,"Temperature: Floating Weekly Average, Sonoma Creek Four Sites 2000"
3431,t,"Temperature: Floating Weekly Average, Sonoma Creek Four Sites 2001"
3432,t,"Temperature: Min, Max, Avg at Arroyo Corte Madera - lower 2003"
3433,t,"Temperature: Min, Max, Avg at Arroyo Corte Madera - upper 2003"
3434,t,"Temperature: Min, Max, Avg at Carriger Creek 2002"
3435,t,"Temperature: Min, Max, Avg at Graham Creek 2002"
3436,t,"Temperature: Min, Max, Avg at Old Mill Creek - lower 2003"
3437,t,"Temperature: Min, Max, Avg at Old Mill Creek - upper 2003"
3438,t,"Temperature: Min, Max, Avg at Sonoma Creek Lower, 2002"
3439,t,"Temperature: Min, Max, Avg at Sonoma Creek Upper 2002"
3440,t,"Temperature: Min, Max, Avg at Stuart Creek 2002"
3441,t,"Temperature: Min, Mean, and Max in Ellis Creek 1997-2001"
3442,t,"Temperature: Min, Mean, and Max in San Antonio Creek 1991-2001"
3444,t,Tour (Photos): Carriger Creek Stream Survey 2000 #1
3445,t,Tour (Photos): Carriger Creek Stream Survey 2000 #2
3446,t,Tour (Photos): General Conditions Corte Madera Creek Watershed 1999
3447,t,Tour (Photos): General Conditions Novato Creek Lower 2000-2002
3448,t,Tour (Photos): General Conditions Novato Creek Middle 2001
3449,t,Tour (Photos): General Conditions Pacheco Pond and Upstream 2000-2001
3450,t,Tour (Photos): Historic Miller Creek 1973
3451,t,"Tour (Photos): Historic Miller Creek I969, 1973, 1988"
3452,t,Tour (Photos): Maps Erosion Inventory Novato Creek 2001
3453,t,Tour (Photos): Monitoring Arroyo Corte Madera del Presidio Lower 1996
3454,t,Tour (Photos): Monitoring Arroyo Corte Madera del Presidio Upper 1996
3455,t,Tour (Photos): Monitoring by MCSTOPPP II in Novato Creek
3456,t,Tour (Photos): Monitoring by MCSTOPPP I in Novato Creek
3457,t,Tour (Photos): Monitoring Old Mill Creek 1996-1997
3458,t,Tour (Photos): Monitoring Sites and Restoration Sonoma Creek Watershed
3459,t,Tour (Photos): Monitoring Sites Cascade Creek 1999
3460,t,Tour (Photos): Monitoring Sites Corte Madera Creek 1999
3461,t,Tour (Photos): Monitoring Sites Fairfax Creek 1999
3462,t,Tour (Photos): Monitoring Sites Ross Creek 1999
3463,t,Tour (Photos): Monitoring Sites San Anselmo Creek Lower 1999
3464,t,Tour (Photos): Monitoring Sites San Anselmo Creek Upper 1999
3465,t,Tour (Photos): Monitoring Sites San Antonio Creek 2000
3466,t,Tour (Photos): Monitoring Sites Sleepy Hollow Creek 1999
3467,t,Tour (Photos): Restoration Adobe Creek Fish Ladder 1996
3469,t,Tour (Photos): Restoration Sleepy Hollow Creek at Drake High School 1996-2002
3470,t,Tour (Photos): San Antonio Creek Geomorphic Graphs 2000
3477,t,Watershed Tour: General Conditions Corte Madera Creek Watershed 1999 (photos)
3478,t,Watershed Tour: General Conditions in  Novato Creek Lower 2000-2002 (photos)
